tracking_id	class_code	nearest_ref_id	gene_id	gene_short_name	tss_id	locus	length
XLOC_012005	-	-	XLOC_012005	CNDP2	TSS14718,TSS14719	chr18:74496264-74523454	-
XLOC_012006	-	-	XLOC_012006	CNDP1	TSS14720	chr18:74534456-74585026	-
XLOC_012007	-	-	XLOC_012007	ZNF407	TSS14721	chr18:74630962-75065672	-
XLOC_012008	-	-	XLOC_012008	TSHZ1	TSS14722,TSS14723	chr18:75210754-75289950	-
XLOC_012009	-	-	XLOC_012009	LOC339298	TSS14724	chr18:76122997-76145255	-
XLOC_012010	-	-	XLOC_012010	C18orf65	TSS14725	chr18:76495520-76498088	-
XLOC_012011	-	-	XLOC_012011	LINC00908	TSS14726	chr18:76528654-76559827	-
XLOC_012012	-	-	XLOC_012012	LINC00683	TSS14727	chr18:76619776-76639011	-
XLOC_012013	-	-	XLOC_012013	LOC400661	TSS14728	chr18:76690028-76693636	-
XLOC_012014	-	-	XLOC_012014	ZNF236	TSS14729,TSS14730	chr18:76822606-76970726	-
XLOC_012015	-	-	XLOC_012015	GALR1	TSS14731	chr18:77250051-77270140	-
XLOC_012016	-	-	XLOC_012016	SALL3	TSS14732	chr18:78980274-78998969	-
XLOC_012017	-	-	XLOC_012017	ATP9B	TSS14733	chr18:79069274-79378282	-
XLOC_012018	-	-	XLOC_012018	NFATC1	TSS14734,TSS14735	chr18:79395771-79529323	-
XLOC_012019	-	-	XLOC_012019	CTDP1	TSS14736,TSS14737	chr18:79679800-79754510	-
XLOC_012020	-	-	XLOC_012020	KCNG2	TSS14738	chr18:79863667-79899816	-
XLOC_012021	-	-	XLOC_012021	HSBP1L1	TSS14739	chr18:79964581-79970822	-
XLOC_012022	-	-	XLOC_012022	RBFA	TSS14740	chr18:80034345-80050652	-
XLOC_012023	-	-	XLOC_012023	RBFADN	TSS14741	chr18:80067255-80081304	-
XLOC_012024	-	-	XLOC_012024	ADNP2	TSS14742	chr18:80109030-80140345	-
XLOC_012025	-	-	XLOC_012025	PARD6G-AS1	TSS14743	chr18:80147923-80247514	-
XLOC_012026	-	-	XLOC_012026	MIR8078	TSS14744	chr18:109064-122221	-
XLOC_012027	-	-	XLOC_012027	THOC1	TSS14745	chr18:214519-268059	-
XLOC_012028	-	-	XLOC_012028	COLEC12	TSS14746	chr18:319354-500729	-
XLOC_012029	-	-	XLOC_012029	TYMSOS	TSS14747	chr18:596997-712662	-
XLOC_012030	-	-	XLOC_012030	ENOSF1	TSS14748,TSS14749	chr18:596997-712662	-
XLOC_012031	-	-	XLOC_012031	YES1	TSS14750	chr18:721591-812326	-
XLOC_012032	-	-	XLOC_012032	LINC00470	TSS14751	chr18:1268310-1359629	-
XLOC_012033	-	-	XLOC_012033	METTL4	TSS14752	chr18:2537524-2571503	-
XLOC_012034	-	-	XLOC_012034	CBX3P2	TSS14753	chr18:2652169-2655395	-
XLOC_012035	-	-	XLOC_012035	LPIN2	TSS14754	chr18:2916993-3011947	-
XLOC_012036	-	-	XLOC_012036	LOC727896	TSS14755	chr18:2916993-3011947	-
XLOC_012037	-	-	XLOC_012037	MYOM1	TSS14756	chr18:3066806-3220108	-
XLOC_012038	-	-	XLOC_012038	LOC104968399	TSS14757,TSS14758	chr18:3247481-3278284	-
XLOC_012039	-	-	XLOC_012039	DLGAP1	TSS14759,TSS14760,TSS14761,TSS14762	chr18:3496031-4455266	-
XLOC_012040	-	-	XLOC_012040	C18orf42	TSS14763	chr18:5143672-5197256	-
XLOC_012041	-	-	XLOC_012041	LINC00526	TSS14764	chr18:5236723-5238029	-
XLOC_012042	-	-	XLOC_012042	ZBTB14	TSS14765,TSS14766,TSS14767	chr18:5289018-5297053	-
XLOC_012043	-	-	XLOC_012043	EPB41L3	TSS14768,TSS14769,TSS14770	chr18:5392380-5628991	-
XLOC_012044	-	-	XLOC_012044	TMEM200C	TSS14771	chr18:5890184-5892104	-
XLOC_012045	-	-	XLOC_012045	L3MBTL4	TSS14772	chr18:5954705-6414911	-
XLOC_012046	-	-	XLOC_012046	MIR4317	TSS14773	chr18:5954705-6414911	-
XLOC_012047	-	-	XLOC_012047	LINC00668	TSS14774	chr18:6925473-6929869	-
XLOC_012048	-	-	XLOC_012048	LAMA1	TSS14775	chr18:6941743-7117814	-
XLOC_012049	-	-	XLOC_012049	LOC100192426	TSS14776	chr18:7567315-8406861	-
XLOC_012050	-	-	XLOC_012050	GACAT2	TSS14777	chr18:8695855-8707621	-
XLOC_012051	-	-	XLOC_012051	NDUFV2-AS1	TSS14778	chr18:9102629-9136720	-
XLOC_012052	-	-	XLOC_012052	PPP4R1	TSS14779	chr18:9546790-9614607	-
XLOC_012053	-	-	XLOC_012053	LINC01254	TSS14780	chr18:10405132-10414370	-
XLOC_012054	-	-	XLOC_012054	PIEZO2	TSS14781	chr18:10670246-11148762	-
XLOC_012055	-	-	XLOC_012055	MIR6788	TSS14782	chr18:10670246-11148762	-
XLOC_012056	-	-	XLOC_012056	MIR7153	TSS14783	chr18:11654884-11654941	-
XLOC_012057	-	-	XLOC_012057	MPPE1	TSS14784	chr18:11689014-11908797	-
XLOC_012058	-	-	XLOC_012058	AFG3L2	TSS14785	chr18:12307668-12377276	-
XLOC_012059	-	-	XLOC_012059	SPIRE1	TSS14786,TSS14787	chr18:12446511-12657913	-
XLOC_012060	-	-	XLOC_012060	CEP76	TSS14788	chr18:12658738-12725741	-
XLOC_012061	-	-	XLOC_012061	LOC100996324	TSS14789	chr18:12739485-12749422	-
XLOC_012062	-	-	XLOC_012062	PTPN2	TSS14790,TSS14791	chr18:12785477-12884335	-
XLOC_012063	-	-	XLOC_012063	LDLRAD4-AS1	TSS14792	chr18:13218729-13652754	-
XLOC_012064	-	-	XLOC_012064	FAM210A	TSS14793	chr18:13663346-13726592	-
XLOC_012065	-	-	XLOC_012065	MC2R	TSS14794,TSS14795	chr18:13882043-13915707	-
XLOC_012066	-	-	XLOC_012066	ZNF519	TSS14796	chr18:14075989-14132490	-
XLOC_012067	-	-	XLOC_012067	CXADRP3	TSS14797	chr18:14477954-14498706	-
XLOC_012068	-	-	XLOC_012068	POTEC	TSS14798	chr18:14511737-14543600	-
XLOC_012069	-	-	XLOC_012069	LINC01444	TSS14799	chr18:14946266-14973756	-
XLOC_012070	-	-	XLOC_012070	LOC644669	TSS14800	chr18:15313555-15325919	-
XLOC_012071	-	-	XLOC_012071	ROCK1	TSS14801	chr18:20949741-21111851	-
XLOC_012072	-	-	XLOC_012072	ESCO1	TSS14802	chr18:21529300-21600732	-
XLOC_012073	-	-	XLOC_012073	ABHD3	TSS14803,TSS14804	chr18:21650896-21704805	-
XLOC_012074	-	-	XLOC_012074	MIR1-2,MIR133A1,MIR133A1HG	TSS14805,TSS14806,TSS14807	chr18:21741328-21870957	-
XLOC_012075	-	-	XLOC_012075	GATA6-AS1	TSS14808	chr18:22166897-22168968	-
XLOC_012076	-	-	XLOC_012076	CTAGE1	TSS14809	chr18:22413600-22417915	-
XLOC_012077	-	-	XLOC_012077	LOC101927571	TSS14810	chr18:22723490-22786837	-
XLOC_012078	-	-	XLOC_012078	TMEM241	TSS14811	chr18:23296014-23437961	-
XLOC_012079	-	-	XLOC_012079	NPC1	TSS14812	chr18:23503469-23586617	-
XLOC_012080	-	-	XLOC_012080	ANKRD29	TSS14813	chr18:23598925-23662885	-
XLOC_012081	-	-	XLOC_012081	TTC39C-AS1	TSS14814	chr18:23992772-24135610	-
XLOC_012082	-	-	XLOC_012082	OSBPL1A	TSS14815,TSS14816,TSS14817	chr18:24162045-24397869	-
XLOC_012083	-	-	XLOC_012083	ZNF521	TSS14818	chr18:25061923-25352250	-
XLOC_012084	-	-	XLOC_012084	SS18	TSS14819,TSS14820	chr18:26016252-26091217	-
XLOC_012085	-	-	XLOC_012085	KCTD1	TSS14821,TSS14822,TSS14823,TSS14824,TSS14825	chr18:26454910-26657401	-
XLOC_012086	-	-	XLOC_012086	MIR8057	TSS14826	chr18:26454910-26657401	-
XLOC_012087	-	-	XLOC_012087	PCAT18	TSS14827	chr18:26687620-26703638	-
XLOC_012088	-	-	XLOC_012088	AQP4	TSS14828,TSS14829	chr18:26852037-27185338	-
XLOC_012089	-	-	XLOC_012089	CHST9	TSS14830	chr18:26852037-27185338	-
XLOC_012090	-	-	XLOC_012090	CDH2	TSS14831,TSS14832	chr18:27950962-28177446	-
XLOC_012091	-	-	XLOC_012091	DSC3	TSS14833	chr18:30989364-31042815	-
XLOC_012092	-	-	XLOC_012092	DSC2	TSS14834	chr18:31065973-31162856	-
XLOC_012093	-	-	XLOC_012093	DSC1	TSS14835	chr18:31065973-31162856	-
XLOC_012094	-	-	XLOC_012094	DSG1-AS1	TSS14836,TSS14837	chr18:31318088-31426988	-
XLOC_012095	-	-	XLOC_012095	DSG2-AS1	TSS14838	chr18:31498063-31556911	-
XLOC_012096	-	-	XLOC_012096	B4GALT6	TSS14839	chr18:31622245-31684723	-
XLOC_012097	-	-	XLOC_012097	SLC25A52	TSS14840	chr18:31759695-31760880	-
XLOC_012098	-	-	XLOC_012098	TRAPPC8	TSS14841	chr18:31829172-31943128	-
XLOC_012099	-	-	XLOC_012099	GAREM1	TSS14842	chr18:32263520-32470484	-
XLOC_012100	-	-	XLOC_012100	KLHL14	TSS14843	chr18:32672672-32773011	-
XLOC_012101	-	-	XLOC_012101	CCDC178	TSS14844,TSS14845	chr18:32937401-33440721	-
XLOC_012102	-	-	XLOC_012102	NOL4	TSS14846,TSS14847,TSS14848	chr18:33851099-34223551	-
XLOC_012103	-	-	XLOC_012103	ZSCAN30	TSS14849	chr18:35241029-35290245	-
XLOC_012104	-	-	XLOC_012104	ZNF24	TSS14850	chr18:35332207-35344467	-
XLOC_012105	-	-	XLOC_012105	ZNF396	TSS14851	chr18:35366696-35377337	-
XLOC_012106	-	-	XLOC_012106	INO80C	TSS14852,TSS14853	chr18:35468326-35497991	-
XLOC_012107	-	-	XLOC_012107	MIR187	TSS14854	chr18:35904817-35904926	-
XLOC_012108	-	-	XLOC_012108	MIR3929	TSS14855	chr18:35934087-35934142	-
XLOC_012109	-	-	XLOC_012109	RPRD1A	TSS14856	chr18:35989823-36067594	-
XLOC_012110	-	-	XLOC_012110	SLC39A6	TSS14857	chr18:36108530-36129394	-
XLOC_012111	-	-	XLOC_012111	LOC105372071	TSS14858	chr18:36297695-37225325	-
XLOC_012112	-	-	XLOC_012112	TPGS2	TSS14859	chr18:36297695-37225325	-
XLOC_012113	-	-	XLOC_012113	CELF4	TSS14860	chr18:37243044-37566037	-
XLOC_012114	-	-	XLOC_012114	SNORA111	TSS14861	chr18:37243044-37566037	-
XLOC_012115	-	-	XLOC_012115	MIR924HG	TSS14862	chr18:39206923-39751995	-
XLOC_012116	-	-	XLOC_012116	MIR924	TSS14863	chr18:39206923-39751995	-
XLOC_012117	-	-	XLOC_012117	MIR5583-2	TSS14864	chr18:39206923-39751995	-
XLOC_012118	-	-	XLOC_012118	KC6	TSS14865	chr18:41480270-41520597	-
XLOC_012119	-	-	XLOC_012119	RIT2	TSS14866	chr18:42743217-43115692	-
XLOC_012120	-	-	XLOC_012120	SYT4	TSS14867	chr18:43267891-43277650	-
XLOC_012121	-	-	XLOC_012121	LINC01478	TSS14868	chr18:44323434-44531697	-
XLOC_012122	-	-	XLOC_012122	MIR4319	TSS14869	chr18:44680172-45068510	-
XLOC_012123	-	-	XLOC_012123	SLC14A2-AS1	TSS14870	chr18:45212981-45683095	-
XLOC_012124	-	-	XLOC_012124	EPG5	TSS14871	chr18:45847608-45967339	-
XLOC_012125	-	-	XLOC_012125	PSTPIP2	TSS14872	chr18:45983535-46072284	-
XLOC_012126	-	-	XLOC_012126	ATP5A1	TSS14873,TSS14874	chr18:46084143-46104233	-
XLOC_012127	-	-	XLOC_012127	LOXHD1	TSS14875,TSS14876,TSS14877,TSS14878	chr18:46476971-46657033	-
XLOC_012128	-	-	XLOC_012128	ST8SIA5	TSS14879	chr18:46679117-46757169	-
XLOC_012129	-	-	XLOC_012129	PIAS2	TSS14880	chr18:46810059-46917532	-
XLOC_012130	-	-	XLOC_012130	TCEB3CL2	TSS14881,TSS14882	chr18:46946823-47102243	-
XLOC_012131	-	-	XLOC_012131	TCEB3C	TSS14883,TSS14884	chr18:46946823-47102243	-
XLOC_012132	-	-	XLOC_012132	TCEB3C	TSS14885,TSS14886	chr18:46946823-47102243	-
XLOC_012133	-	-	XLOC_012133	TCEB3B	TSS14887	chr18:46946823-47102243	-
XLOC_012134	-	-	XLOC_012134	HDHD2	TSS14888	chr18:47107409-47150500	-
XLOC_012135	-	-	XLOC_012135	IER3IP1	TSS14889	chr18:47155018-47176374	-
XLOC_012136	-	-	XLOC_012136	SKOR2	TSS14890	chr18:47212088-47249183	-
XLOC_012137	-	-	XLOC_012137	SMAD2	TSS14891,TSS14892	chr18:47833094-47931146	-
XLOC_012138	-	-	XLOC_012138	ZBTB7C	TSS14893	chr18:48027267-48137309	-
XLOC_012139	-	-	XLOC_012139	SMAD7	TSS14894,TSS14895,TSS14896	chr18:48919852-48950711	-
XLOC_012140	-	-	XLOC_012140	DYM	TSS14897	chr18:49043801-49460709	-
XLOC_012141	-	-	XLOC_012141	MIR4744	TSS14898	chr18:49043801-49460709	-
XLOC_012142	-	-	XLOC_012142	C18orf32,RPL17,RPL17-C18orf32,SNORD58B	TSS14899,TSS14900,TSS14901,TSS14902,TSS14903	chr18:49481177-49492565	-
XLOC_012143	-	-	XLOC_012143	SNORD58C	TSS14904	chr18:49481177-49492565	-
XLOC_012144	-	-	XLOC_012144	SNORD58A	TSS14905	chr18:49481177-49492565	-
XLOC_012145	-	-	XLOC_012145	ACAA2	TSS14906	chr18:49783503-49813881	-
XLOC_012146	-	-	XLOC_012146	MYO5B	TSS14907	chr18:49814022-50195081	-
XLOC_012147	-	-	XLOC_012147	MIR4320	TSS14908	chr18:49814022-50195081	-
XLOC_012148	-	-	XLOC_012148	CFAP53	TSS14909	chr18:50227193-50266522	-
XLOC_012149	-	-	XLOC_012149	MBD1	TSS14910,TSS14911	chr18:50266881-50281774	-
XLOC_012150	-	-	XLOC_012150	CXXC1	TSS14912	chr18:50282342-50288322	-
XLOC_012151	-	-	XLOC_012151	MRO	TSS14913,TSS14914	chr18:50795119-50825384	-
XLOC_012152	-	-	XLOC_012152	MEX3C	TSS14915	chr18:51174549-51197681	-
XLOC_012153	-	-	XLOC_012153	LOC101928167	TSS14916	chr18:53568446-53597851	-
XLOC_012154	-	-	XLOC_012154	MBD2	TSS14917	chr18:54151600-54224788	-
XLOC_012155	-	-	XLOC_012155	SNORA37	TSS14918	chr18:54151600-54224788	-
XLOC_012156	-	-	XLOC_012156	STARD6	TSS14919	chr18:54324691-54354573	-
XLOC_012157	-	-	XLOC_012157	CCDC68	TSS14920,TSS14921	chr18:54901508-54959508	-
XLOC_012158	-	-	XLOC_012158	LOC101927229	TSS14922	chr18:55105903-55124306	-
XLOC_012159	-	-	XLOC_012159	TCF4	TSS14923,TSS14924,TSS14925,TSS14926,TSS14927,TSS14928,TSS14929,TSS14930,TSS14931	chr18:55222330-55635993	-
XLOC_012160	-	-	XLOC_012160	LINC01416	TSS14932	chr18:55881687-55920199	-
XLOC_012161	-	-	XLOC_012161	LINC01539	TSS14933	chr18:56083355-56137536	-
XLOC_012162	-	-	XLOC_012162	TXNL1	TSS14934	chr18:56602821-56638689	-
XLOC_012163	-	-	XLOC_012163	LINC-ROR	TSS14935	chr18:57054572-57072119	-
XLOC_012164	-	-	XLOC_012164	FECH	TSS14936	chr18:57544840-57586737	-
XLOC_012165	-	-	XLOC_012165	NARS	TSS14937	chr18:57600660-57621945	-
XLOC_012166	-	-	XLOC_012166	ATP8B1	TSS14938	chr18:57630301-57803095	-
XLOC_012167	-	-	XLOC_012167	MIR3591	TSS14939	chr18:58451073-58451158	-
XLOC_012168	-	-	XLOC_012168	ALPK2	TSS14940	chr18:58481249-58628957	-
XLOC_012169	-	-	XLOC_012169	LOC101927322	TSS14941	chr18:58670008-58750139	-
XLOC_012170	-	-	XLOC_012170	RAX	TSS14942	chr18:59267034-59273393	-
XLOC_012171	-	-	XLOC_012171	CPLX4	TSS14943	chr18:59295403-59318649	-
XLOC_012172	-	-	XLOC_012172	LMAN1	TSS14944	chr18:59327823-59359276	-
XLOC_012173	-	-	XLOC_012173	CCBE1	TSS14945	chr18:59430938-59697412	-
XLOC_012174	-	-	XLOC_012174	MC4R	TSS14946	chr18:60371330-60372768	-
XLOC_012175	-	-	XLOC_012175	RNF152	TSS14947	chr18:61815070-61893071	-
XLOC_012176	-	-	XLOC_012176	PIGN	TSS14948	chr18:62044224-62187056	-
XLOC_012177	-	-	XLOC_012177	BCL2	TSS14949	chr18:63123345-63319380	-
XLOC_012178	-	-	XLOC_012178	KDSR	TSS14950	chr18:63327737-63367273	-
XLOC_012179	-	-	XLOC_012179	VPS4B	TSS14951	chr18:63389191-63422519	-
XLOC_012180	-	-	XLOC_012180	SERPINB4	TSS14952	chr18:63637258-63644319	-
XLOC_012181	-	-	XLOC_012181	SERPINB3	TSS14953	chr18:63655196-63661963	-
XLOC_012182	-	-	XLOC_012182	LINC00305	TSS14954	chr18:64080008-64423592	-
XLOC_012183	-	-	XLOC_012183	LINC01538	TSS14955	chr18:64080008-64423592	-
XLOC_012184	-	-	XLOC_012184	CDH19	TSS14956	chr18:66501186-66604138	-
XLOC_012185	-	-	XLOC_012185	DSEL	TSS14957	chr18:67506581-67899619	-
XLOC_012186	-	-	XLOC_012186	TMX3	TSS14958	chr18:68673687-68715116	-
XLOC_012187	-	-	XLOC_012187	CD226	TSS14959,TSS14960	chr18:69862955-69957176	-
XLOC_012188	-	-	XLOC_012188	RTTN	TSS14961	chr18:70003805-70205726	-
XLOC_012189	-	-	XLOC_012189	LOC101060542	TSS14962	chr18:70380139-70384591	-
XLOC_012190	-	-	XLOC_012190	GTSCR1	TSS14963	chr18:70630518-70650857	-
XLOC_012191	-	-	XLOC_012191	LINC01541	TSS14964	chr18:71519963-71578956	-
XLOC_012192	-	-	XLOC_012192	LOC102724913	TSS14965	chr18:71732615-71782226	-
XLOC_012193	-	-	XLOC_012193	CBLN2	TSS14966	chr18:72536679-72544488	-
XLOC_012194	-	-	XLOC_012194	NETO1	TSS14967,TSS14968	chr18:72742313-72867575	-
XLOC_012195	-	-	XLOC_012195	MIR548AV	TSS14969	chr18:72742313-72867575	-
XLOC_012196	-	-	XLOC_012196	LOC400655	TSS14970	chr18:73154057-73264498	-
XLOC_012197	-	-	XLOC_012197	FBXO15	TSS14971,TSS14972	chr18:74073352-74147865	-
XLOC_012198	-	-	XLOC_012198	CYB5A	TSS14973	chr18:74253291-74292016	-
XLOC_012199	-	-	XLOC_012199	FAM69C	TSS14974	chr18:74435727-74457268	-
XLOC_012200	-	-	XLOC_012200	LINC00909	TSS14975	chr18:74591773-74597835	-
XLOC_012201	-	-	XLOC_012201	ZADH2	TSS14976,TSS14977	chr18:75195109-75209348	-
XLOC_012202	-	-	XLOC_012202	SMIM21	TSS14978	chr18:75409475-75427703	-
XLOC_012203	-	-	XLOC_012203	ZNF516	TSS14979	chr18:76357681-76495190	-
XLOC_012204	-	-	XLOC_012204	LOC101927651	TSS14980	chr18:76619776-76639011	-
XLOC_012205	-	-	XLOC_012205	LOC100131655	TSS14981	chr18:76794731-76822295	-
XLOC_012206	-	-	XLOC_012206	MBP	TSS14982,TSS14983	chr18:76978832-77132818	-
XLOC_012207	-	-	XLOC_012207	LINC01029	TSS14984	chr18:77971295-77993727	-
XLOC_012208	-	-	XLOC_012208	PQLC1	TSS14985	chr18:79902419-79951653	-
XLOC_012209	-	-	XLOC_012209	TXNL4A	TSS14986,TSS14987	chr18:79972866-80033935	-
XLOC_012210	-	-	XLOC_012210	PARD6G	TSS14988	chr18:80147923-80247514	-
XLOC_012211	-	-	XLOC_012211	SKA1	TSS14989	chr18_GL383567v1_alt:82828-101975	-
XLOC_012212	-	-	XLOC_012212	DSEL	TSS14990	chr18_GL383571v1_alt:152308-162457	-
XLOC_012213	-	-	XLOC_012213	SALL3	TSS14991	chr18_GL383572v1_alt:45389-64085	-
XLOC_012214	-	-	XLOC_012214	CTDP1	TSS14992,TSS14993	chr18_KI270863v1_alt:122433-160651	-
XLOC_012215	-	-	XLOC_012215	SALL3	TSS14994	chr18_KI270911v1_alt:45389-64084	-
XLOC_012216	-	-	XLOC_012216	MIR1302-10	TSS14995	chr19:71972-72110	-
XLOC_012217	-	-	XLOC_012217	OR4F17	TSS14996	chr19:110678-111596	-
XLOC_012218	-	-	XLOC_012218	MADCAM1	TSS14997	chr19:496489-505343	-
XLOC_012219	-	-	XLOC_012219	TPGS1	TSS14998	chr19:507496-519654	-
XLOC_012220	-	-	XLOC_012220	CDC34	TSS14999	chr19:531732-542087	-
XLOC_012221	-	-	XLOC_012221	GZMM	TSS15000	chr19:544033-549920	-
XLOC_012222	-	-	XLOC_012222	BSG	TSS15001,TSS15002	chr19:571276-583493	-
XLOC_012223	-	-	XLOC_012223	HCN2	TSS15003	chr19:589892-617159	-
XLOC_012224	-	-	XLOC_012224	FGF22	TSS15004	chr19:639894-643703	-
XLOC_012225	-	-	XLOC_012225	FSTL3	TSS15005	chr19:676388-683392	-
XLOC_012226	-	-	XLOC_012226	PALM	TSS15006	chr19:708952-748330	-
XLOC_012227	-	-	XLOC_012227	MISP	TSS15007	chr19:751145-764318	-
XLOC_012228	-	-	XLOC_012228	PTBP1	TSS15008	chr19:797391-812327	-
XLOC_012229	-	-	XLOC_012229	MIR4745	TSS15009	chr19:797391-812327	-
XLOC_012230	-	-	XLOC_012230	MIR3187	TSS15010	chr19:812487-821952	-
XLOC_012231	-	-	XLOC_012231	AZU1	TSS15011	chr19:827825-832018	-
XLOC_012232	-	-	XLOC_012232	PRTN3	TSS15012	chr19:840984-848175	-
XLOC_012233	-	-	XLOC_012233	ELANE	TSS15013	chr19:852290-856246	-
XLOC_012234	-	-	XLOC_012234	CFD	TSS15014	chr19:859658-863569	-
XLOC_012235	-	-	XLOC_012235	RNU6-2	TSS15015	chr19:893483-893590	-
XLOC_012236	-	-	XLOC_012236	KISS1R	TSS15016	chr19:917341-921015	-
XLOC_012237	-	-	XLOC_012237	ARID3A	TSS15017	chr19:926036-972803	-
XLOC_012238	-	-	XLOC_012238	WDR18	TSS15018	chr19:984327-994570	-
XLOC_012239	-	-	XLOC_012239	GRIN3B	TSS15019	chr19:1000418-1021142	-
XLOC_012240	-	-	XLOC_012240	RNU6-2	TSS15020	chr19:1021521-1021628	-
XLOC_012241	-	-	XLOC_012241	CNN2	TSS15021	chr19:1026274-1039068	-
XLOC_012242	-	-	XLOC_012242	ABCA7	TSS15022	chr19:1040102-1065571	-
XLOC_012243	-	-	XLOC_012243	HMHA1	TSS15023,TSS15024,TSS15025,TSS15026	chr19:1065922-1095392	-
XLOC_012244	-	-	XLOC_012244	GPX4	TSS15027,TSS15028	chr19:1103925-1106789	-
XLOC_012245	-	-	XLOC_012245	STK11	TSS15029	chr19:1205798-1228435	-
XLOC_012246	-	-	XLOC_012246	ATP5D	TSS15030	chr19:1241749-1244825	-
XLOC_012247	-	-	XLOC_012247	MIDN	TSS15031	chr19:1248552-1259143	-
XLOC_012248	-	-	XLOC_012248	CIRBP	TSS15032	chr19:1267470-1274809	-
XLOC_012249	-	-	XLOC_012249	C19orf24	TSS15033	chr19:1275520-1279244	-
XLOC_012250	-	-	XLOC_012250	EFNA2	TSS15034	chr19:1286153-1301430	-
XLOC_012251	-	-	XLOC_012251	MUM1	TSS15035,TSS15036	chr19:1354976-1378431	-
XLOC_012252	-	-	XLOC_012252	NDUFS7	TSS15037	chr19:1383883-1395589	-
XLOC_012253	-	-	XLOC_012253	DAZAP1	TSS15038	chr19:1407568-1435687	-
XLOC_012254	-	-	XLOC_012254	RPS15	TSS15039	chr19:1438363-1440497	-
XLOC_012255	-	-	XLOC_012255	APC2	TSS15040	chr19:1450148-1479229	-
XLOC_012256	-	-	XLOC_012256	REEP6	TSS15041	chr19:1491165-1497925	-
XLOC_012257	-	-	XLOC_012257	PLK5	TSS15042	chr19:1524073-1535456	-
XLOC_012258	-	-	XLOC_012258	ONECUT3	TSS15043	chr19:1753662-1775445	-
XLOC_012259	-	-	XLOC_012259	LOC100288123	TSS15044	chr19:1815245-1848453	-
XLOC_012260	-	-	XLOC_012260	ADAT3,SCAMP4	TSS15045	chr19:1905371-1926013	-
XLOC_012261	-	-	XLOC_012261	CSNK1G2	TSS15046	chr19:1941161-1981337	-
XLOC_012262	-	-	XLOC_012262	IZUMO4	TSS15047	chr19:2096868-2099584	-
XLOC_012263	-	-	XLOC_012263	DOT1L	TSS15048	chr19:2164148-2236353	-
XLOC_012264	-	-	XLOC_012264	SF3A2	TSS15049	chr19:2236816-2248679	-
XLOC_012265	-	-	XLOC_012265	AMH,MIR4321	TSS15050,TSS15051	chr19:2249113-2252073	-
XLOC_012266	-	-	XLOC_012266	OAZ1	TSS15052	chr19:2269485-2273488	-
XLOC_012267	-	-	XLOC_012267	SPPL2B	TSS15053	chr19:2328629-2355102	-
XLOC_012268	-	-	XLOC_012268	TMPRSS9	TSS15054	chr19:2389785-2427916	-
XLOC_012269	-	-	XLOC_012269	GADD45B	TSS15055	chr19:2476124-2478259	-
XLOC_012270	-	-	XLOC_012270	MIR7850	TSS15056	chr19:2511219-2702748	-
XLOC_012271	-	-	XLOC_012271	THOP1	TSS15057	chr19:2785459-2813604	-
XLOC_012272	-	-	XLOC_012272	ZNF554	TSS15058	chr19:2819873-2836735	-
XLOC_012273	-	-	XLOC_012273	ZNF555	TSS15059	chr19:2841434-2860474	-
XLOC_012274	-	-	XLOC_012274	ZNF556	TSS15060	chr19:2867334-2878505	-
XLOC_012275	-	-	XLOC_012275	ZNF57	TSS15061	chr19:2900897-2918476	-
XLOC_012276	-	-	XLOC_012276	TLE6	TSS15062	chr19:2977537-2995184	-
XLOC_012277	-	-	XLOC_012277	GNA11	TSS15063	chr19:3094409-3124002	-
XLOC_012278	-	-	XLOC_012278	GNA15	TSS15064	chr19:3136031-3163769	-
XLOC_012279	-	-	XLOC_012279	S1PR4	TSS15065	chr19:3178737-3180332	-
XLOC_012280	-	-	XLOC_012280	NCLN	TSS15066	chr19:3185876-3209575	-
XLOC_012281	-	-	XLOC_012281	CELF5	TSS15067,TSS15068	chr19:3224702-3297075	-
XLOC_012282	-	-	XLOC_012282	NFIC	TSS15069,TSS15070	chr19:3359562-3469217	-
XLOC_012283	-	-	XLOC_012283	FZR1	TSS15071,TSS15072	chr19:3506296-3536757	-
XLOC_012284	-	-	XLOC_012284	C19orf71	TSS15073	chr19:3539156-3544030	-
XLOC_012285	-	-	XLOC_012285	HMG20B	TSS15074	chr19:3572944-3579083	-
XLOC_012286	-	-	XLOC_012286	GIPC3	TSS15075	chr19:3585570-3593541	-
XLOC_012287	-	-	XLOC_012287	CACTIN-AS1	TSS15076	chr19:3607246-3626815	-
XLOC_012288	-	-	XLOC_012288	TJP3	TSS15077,TSS15078	chr19:3708336-3761675	-
XLOC_012289	-	-	XLOC_012289	MRPL54	TSS15079	chr19:3762666-3767565	-
XLOC_012290	-	-	XLOC_012290	ATCAY	TSS15080	chr19:3880619-3928082	-
XLOC_012291	-	-	XLOC_012291	NMRK2	TSS15081	chr19:3933102-3942416	-
XLOC_012292	-	-	XLOC_012292	PIAS4	TSS15082	chr19:4007597-4039386	-
XLOC_012293	-	-	XLOC_012293	CREB3L3	TSS15083	chr19:4153600-4173054	-
XLOC_012294	-	-	XLOC_012294	ANKRD24	TSS15084	chr19:4183353-4224814	-
XLOC_012295	-	-	XLOC_012295	EBI3	TSS15085	chr19:4229542-4237527	-
XLOC_012296	-	-	XLOC_012296	CCDC94	TSS15086	chr19:4247113-4269088	-
